,facility,address,city,zip_cd,num_at_address,max_seats,phone,risk_level,last_inspect_date,inspect_score,cat,closed_est,year
14797,LA PIZZA LOCA,3627 W PICO BLVD,LOS ANGELES,90019,2,30,+1nan,2,2015-11-16,95.0,,1,2015
14799,LA PIZZA LOCA,610 S RAMPART BLVD,LOS ANGELES,90057,4,30,+1nan,2,2016-10-25,92.0,,0,2016
14806,LA PLACITA DEL D&F RESTAURAN,1859 E 1ST ST,LOS ANGELES,90033,1,30,+1nan,3,2016-09-16,91.0,,0,2016
14807,LA PLANCHA,2814 W 9TH ST,LOS ANGELES,90006,1,30,+12133831449,2,2015-12-16,97.0,,1,2015
14809,LA PLAYA RESTAURANT,1642 W ADAMS BLVD,LOS ANGELES,90007,1,30,+13237301250,3,2016-10-31,91.0,,0,2016
14811,LA PLAYITA,2200 N BROADWAY,LOS ANGELES,90031,1,60,+13234340945,3,2016-10-12,99.0,,0,2016
14818,LA POBLANITA,3051 W 7TH ST,LOS ANGELES,90005,1,30,+1nan,3,2016-12-01,90.0,,0,2016
14823,LA POTRANCA BAR,12821 VENICE BLVD,LOS ANGELES,90066,1,30,+1nan,1,2016-09-01,96.0,,0,2016
14824,LA POTRANCA BAR,7401 S COMPTON AVE,LOS ANGELES,90001,1,150,+1nan,1,2016-09-16,98.0,,0,2016
14825,LA POUBELLE,5907 FRANKLIN AVE,LOS ANGELES,90028,1,150,+1nan,3,2016-12-09,91.0,,0,2016
14828,LA PRINCESITA TORTILLERIA,3432 E CESAR E CHAVEZ AVE,LOS ANGELES,90063,1,30,+1nan,2,2016-08-03,92.0,,0,2016
14837,LA PUERTA,1720 E FLORENCE AVE,LOS ANGELES,90001,2,60,+1nan,3,2016-12-07,94.0,,0,2016
14839,LA PUPUSA LOCA,5716 SANTA MONICA BLVD,LOS ANGELES,90038,1,60,+1nan,3,2016-10-05,90.0,,0,2016
14841,LA PUPUSERIA EL PEPETO,6071 E OLYMPIC BLVD,LOS ANGELES,90022,1,60,+13237675754,3,2016-10-18,96.5,,0,2016
14843,LA QUE SI LLENA RESTUARANTE FAMILIAR,3630 E CESAR E. CHAVEZ AVE,LOS ANGELES,90063,1,30,+13232611864,3,2016-07-21,92.0,,0,2016
14847,LA RAMADA RESTAURANT,2215 S CENTRAL AVE,LOS ANGELES,90011,1,60,+12137497030,3,2016-11-07,90.0,,0,2016
14849,LA RAZITA,710 S ALVARADO ST,LOS ANGELES,90057,2,30,+12138842584,3,2016-07-12,95.0,,0,2016
14852,LA REINA MINI MARKET,7701 S SAN PEDRO ST,LOS ANGELES,90003,1,30,+13237599859,3,2016-12-15,94.0,,0,2016
14854,LA REYNA,2000 E 7TH ST,LOS ANGELES,90021,1,60,+1nan,3,2016-04-06,91.0,,0,2016
14857,LA REYNA RESTAURANT,4433 S ALAMEDA ST,LOS ANGELES,90058,12,30,+13232344436,3,2013-12-17,95.0,,1,2013
14858,LA REYNA TORTERIA,4433 S ALAMEDA ST,LOS ANGELES,90058,12,30,+1nan,2,2016-05-18,96.0,,0,2016
14859,LA RICE CAKE,950 N WESTERN AVE,LOS ANGELES,90029,1,30,+13234634944,2,2016-08-17,91.0,,0,2016
14862,LA RONDA,3531 E CESAR E CHAVEZ AVE,LOS ANGELES,90063,1,30,+1nan,3,2016-09-30,93.0,,0,2016
14863,LA RONDALLA,469 S ATLANTIC BLVD,LOS ANGELES,90022,1,150,+1nan,1,2016-03-04,94.0,,0,2016
14870,LA SALSA,445 S FIGUEROA ST,LOS ANGELES,90071,9,60,+1nan,3,2016-12-05,94.0,,0,2016
14872,LA SALSA - PICO,11077 W PICO BLVD,LOS ANGELES,90064,1,30,+13104790919,3,2016-08-26,94.0,,0,2016
14873,LA SALSA PICO,11075 W PICO BLVD,LOS ANGELES,90064,1,30,+1nan,3,2015-01-07,92.0,,1,2015
14874,LA SALSA RESTAURANT,2122 W 7TH ST,LOS ANGELES,90057,1,60,+1nan,3,2016-11-23,90.0,,0,2016
14877,LA SASHIMI,2707 W 8TH ST,LOS ANGELES,90005,1,30,+12133878589,3,2016-09-13,90.0,,0,2016
14879,LA SCALA PRESTO,11740 SAN VICENTE BLVD,LOS ANGELES,90049,4,150,+1nan,3,2016-12-09,94.0,,0,2016
14881,LA SERENATA,10924 W PICO BLVD,LOS ANGELES,90064,1,150,+1nan,3,2016-08-04,90.0,,0,2016
14882,LA SERENATA,1842 E 1ST ST,LOS ANGELES,90033,1,60,+1nan,3,2016-09-07,90.0,,0,2016
14889,LA SIRENA RESTAURANT,4226 E OLYMPIC BLVD,LOS ANGELES,90023,1,150,+1nan,3,2016-10-18,96.0,,0,2016
14894,LA SKEWERS,2000 E MARENGO ST,LOS ANGELES,90033,2,60,+13233439902,3,2016-11-17,96.0,,0,2016
14895,LA SOLEDAD,2400 W 7TH ST,LOS ANGELES,90057,4,30,+13237021795,2,2016-07-15,95.0,,0,2016
14896,LA SOLEDAD BAKERY,2400 W 7TH ST,LOS ANGELES,90057,4,30,+1nan,2,2015-01-29,95.0,,1,2015
14897,LA SOO WON GALBI,856 S VERMONT AVE,LOS ANGELES,90005,1,150,+1nan,3,2016-10-19,93.0,,0,2016
14901,LA SUPERIOR PANADERIA,2001 W 8TH ST,LOS ANGELES,90057,1,30,+1nan,2,2016-10-19,82.0,,0,2016
14902,LA SUPERIOR PANADERIA,801 S VERMONT AVE,LOS ANGELES,90005,1,30,+1nan,2,2016-08-11,90.0,,0,2016
14903,LA SURENITA BAKERY,2950 E 4TH ST,LOS ANGELES,90033,2,30,+16266529491,2,2016-06-08,90.0,,0,2016
14910,LA TAQUIZA,3009 S FIGUEROA ST,LOS ANGELES,90007,1,150,+1nan,3,2017-01-12,94.0,,0,2017
14913,LA TECLENA,1443 W 11TH ST,LOS ANGELES,90015,2,30,+12137462510,3,2016-07-26,97.0,,0,2016
14914,LA TECLENA RESTAURANT,1443 W 11TH ST,LOS ANGELES,90015,2,30,+12137463510,3,2016-11-28,92.0,,0,2016
14921,LA TORTA LOCA,855 S SANTEE ST,LOS ANGELES,90014,1,30,+1nan,3,2015-08-04,83.0,,1,2015
14922,LA TORTILLERIA AZTECA,4538 E CESAR E CHAVEZ AVE,LOS ANGELES,90022,2,30,+13232625977,3,2015-06-02,94.0,,1,2015
14923,LA TOSTADERIA,317 S BROADWAY ST,LOS ANGELES,90013,4,30,+1nan,3,2016-11-09,93.0,,0,2016
14929,LA TROPOCANA JUICE BAR/DELI,5202 MONTE VISTA ST,LOS ANGELES,90042,1,30,+13233440036,2,2017-01-03,95.0,,0,2017
14930,LA UNION CAFE,1050 S BROADWAY,LOS ANGELES,90015,1,30,+12139856683,3,2015-10-21,82.0,,1,2015
14931,LA USULUTECA,4014 W WASHINGTON BLVD,LOS ANGELES,90018,1,30,+13237332044,3,2016-12-13,95.0,,0,2016
14933,LA VALENTINA GRILL,2717 S VERMONT AVE,LOS ANGELES,90007,1,60,+18185355071,3,2016-10-31,97.0,,0,2016
14935,LA VEGAN CREPE,930 S ROBERTSON BLVD,LOS ANGELES,90035,2,60,+14247770079,2,2013-09-19,93.0,,1,2013
14943,LA VICTORIA REST COCO BONGO,3311 S MAIN ST,LOS ANGELES,90007,1,151,+12137482682,3,2015-12-30,90.0,,1,2015
14950,LA VILLA CAFE,4105 CHEVY CHASE DR,LOS ANGELES,90039,1,30,+1nan,3,2016-11-17,93.0,,0,2016
14958,LA ZONA ROSA DE TIBERIOS,1010 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,1,151,+1nan,2,2016-04-21,94.0,,0,2016
14960,LA fLOR DE IZUCAN,2900 S SAN PEDRO ST,LOS ANGELES,90011,1,30,+1nan,2,2016-05-18,83.0,,0,2016
14962,LAB COFFEE,429 N WESTERN AVE,LOS ANGELES,90004,4,30,+13234656788,2,2016-11-01,96.0,,0,2016
14964,LABELS TABLE,9226 W PICO BLVD,LOS ANGELES,90035,1,30,+1nan,3,2016-11-07,93.0,,0,2016
14965,LABORS LOCAL 300,2005 W PICO BLVD,LOS ANGELES,90006,1,30,+12137007757,2,2016-10-13,97.0,,0,2016
14966,LACC STUDENT UNIO KITCHEN 1F,855 N VERMONT AVE,LOS ANGELES,90029,3,30,+13239534000,2,2016-10-04,98.0,,0,2016
14967,LACC STUDENT UNION KITCHEN 3,855 N VERMONT AVE,LOS ANGELES,90029,3,151,+13239534000,2,2016-10-04,97.0,,0,2016
14969,LACHA SOMTUM,5169 HOLLYWOOD BLVD,LOS ANGELES,90027,1,60,+13236660555,3,2016-12-07,96.0,,0,2016
14970,LACMA MAIN KITCHEN,5905 WILSHIRE BLVD,LOS ANGELES,90036,3,30,+13238576197,3,2016-07-19,96.0,,0,2016
14971,LACMA PLAZA,5905 W WILSHIRE BLVD,LOS ANGELES,90036,1,150,+1nan,3,2016-07-19,94.0,,0,2016
14972,LACYS KITCHEN CAFE,4141 WHITSETT AVE,LOS ANGELES,91604,2,30,+18186418810,3,2015-04-16,91.0,,1,2015
14973,LADERA SR D COMMUNITY CENTER,4750 W 62ND ST,LOS ANGELES,90056,1,60,+13104125338,1,2016-04-20,100.0,,0,2016
14976,LADY CHOCOLATT,12008 WILSHIRE BLVD,LOS ANGELES,90025,2,30,+13104422245,2,2016-07-22,95.0,,0,2016
14977,LADY CHOCOLATT CAFE,12008 WILSHIRE BLVD,LOS ANGELES,90025,2,30,+13104422245,2,2015-09-24,99.0,,1,2015
14980,LADY EFFIES TEA PARLOUR,453 E ADAMS BLVD,LOS ANGELES,90011,1,30,+1nan,1,2016-07-01,100.0,,0,2016
14983,LADY M CONFECTIONS,8718 W 3RD ST,LOS ANGELES,90048,1,30,+14242799495,2,2016-10-05,100.0,,0,2016
14991,LAGUNITA RESTAURANT,1901 8TH AVE,LOS ANGELES,90018,2,30,+13233620102,3,2015-04-21,83.0,,1,2015
15014,LALAS,7229 MELROSE AVE,LOS ANGELES,90046,1,150,+1nan,3,2016-09-14,91.0,,0,2016
15016,LALIBELA ETHIOPIAN RESTAURANT,1025 S FAIRFAX AVE,LOS ANGELES,90019,3,60,+13239851025,3,2017-01-03,95.0,,0,2017
15025,LAMBERTOS MEXICAN FOOD,894 W MANCHESTER AVE,LOS ANGELES,90044,2,30,+13237785301,3,2016-08-10,91.0,,0,2016
15026,LAMILL COFFEE BOUTIQUE,1636 SILVER LAKE BLVD,LOS ANGELES,90026,1,150,+13236634441,3,2016-10-24,93.0,,0,2016
15027,LAMONICAS N.Y. PIZZA,1066 GAYLEY AVE,LOS ANGELES,90024,1,60,+1nan,2,2016-09-07,91.0,,0,2016
15028,LAMPHU THAI FOOD,1508 N KENMORE AVE,LOS ANGELES,90027,3,30,+12133001493,3,2016-10-12,92.0,,0,2016
15032,LAMWAY BAKING,1370 W SUNSET BLVD,LOS ANGELES,90026,1,30,+1nan,2,2016-09-30,91.0,,0,2016
15043,LANDMARK NUART THEATRE,11272 SANTA MONICA BLVD,LOS ANGELES,90025,1,30,+1nan,1,2017-01-10,93.0,,0,2017
15044,LANDMARK THEATRE,10850 W PICO BLVD,LOS ANGELES,90064,4,30,+1nan,2,2016-08-18,95.0,,0,2016
15045,LANDYS RESTAURANT,6210 S VERMONT AVE,LOS ANGELES,90044,3,30,+13234344538,3,2013-08-05,95.0,,1,2013
15046,LANGERS DELICATESSEN,704 S ALVARADO ST,LOS ANGELES,90057,1,150,+1nan,3,2016-11-28,93.0,,0,2016
15050,LAO TAO STREET FOOD,727 N BROADWAY,LOS ANGELES,90012,14,30,+15626500085,3,2016-10-04,94.0,,0,2016
15051,LARCHMONT BUNGALOW,107 N LARCHMONT BLVD,LOS ANGELES,90004,1,150,+1nan,3,2016-12-09,90.0,,0,2016
15053,LARDER AT TAVERN,380 WORLD WAY T34,LOS ANGELES,90045,1,60,+13102589556,3,2017-01-04,82.0,,0,2017
15056,LARIOS BAKERY,2206 CENTRAL ST,LOS ANGELES,90011,1,60,+1nan,2,2016-11-16,94.0,,0,2016
15057,LARIOS BAKERY,2206 S CENTRAL AVE,LOS ANGELES,90011,1,30,+1nan,2,2014-04-21,94.0,,1,2014
15058,LARK CAKE SHOP,3337 W SUNSET BLVD,LOS ANGELES,90026,1,30,+13236672968,2,2016-12-07,96.0,,0,2016
15059,LAROCCOS,8806 S SEPULVEDA BLVD,LOS ANGELES,90045,1,60,+13106420029,3,2016-10-14,95.0,,0,2016
15062,LARRYS DONUTS,5612 W MANCHESTER AVE,LOS ANGELES,90045,1,30,+1nan,2,2016-08-04,99.0,,0,2016
15069,LAS 7 REGIONES DE OAXACA,2648 W PICO BLVD,LOS ANGELES,90006,1,150,+1nan,3,2016-07-14,96.0,,0,2016
15074,LAS AMIGAS,830 S SAN JULIAN ST,LOS ANGELES,90014,1,30,+1nan,3,2016-12-02,91.0,,0,2016
15075,LAS ANITAS,OLVERA ST 26,LOS ANGELES,90012,1,60,+1nan,3,2016-12-08,91.0,,0,2016
15077,LAS BRISAS,1829 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,1,30,+1nan,3,2016-09-06,94.0,,0,2016
15083,LAS CABANAS,1908 3/4 E 1ST ST,LOS ANGELES,90033,2,30,+17149065011,3,2014-04-22,86.0,,1,2014
15084,LAS CABANAS DE SAN PEDRO,3713 W 3RD ST,LOS ANGELES,90020,1,60,+13238034324,3,2016-12-15,85.0,,0,2016
15090,LAS CAZUELAS,5707 N FIGUEROA ST,LOS ANGELES,90042,1,150,+1nan,3,2016-10-28,94.0,,0,2016
15095,LAS CHAMPAS,1165 E FLORENCE AVE,LOS ANGELES,90001,1,30,+1nan,3,2016-08-16,93.0,,0,2016
15097,LAS CHAMPAS,5400 AVALON BLVD,LOS ANGELES,90011,4,60,+13232357628,3,2016-04-27,90.0,,0,2016
15101,LAS CHAMPAS,7508 S COMPTON AVE,LOS ANGELES,90001,1,30,+13235852078,3,2016-12-06,100.0,,0,2016
15102,LAS CHAMPAS,7915 S CENTRAL AVE,LOS ANGELES,90001,2,30,+1nan,3,2016-09-27,73.0,,0,2016
15104,LAS CHAMPAS 12,4509 WHITTIER BLVD,LOS ANGELES,90022,1,151,+1nan,3,2017-01-06,90.0,,0,2017
15106,LAS CHAMPAS USA FOOD SERVICE,5400 AVALON BLVD,LOS ANGELES,90011,4,60,+13233354000,3,2016-12-09,92.0,,0,2016
15111,LAS COSTENITAS,805 S BROADWAY,LOS ANGELES,90014,1,30,+1nan,3,2014-11-05,92.0,,1,2014
15115,LAS DELICIAS BAKERY,1801 W 7TH ST,LOS ANGELES,90057,1,30,+12139892085,3,2016-11-23,85.0,,0,2016
15121,LAS DELICIAS MEXICAN FOOD,4029 S WESTERN AVE,LOS ANGELES,90062,1,30,+1nan,3,2016-12-27,96.0,,0,2016
15129,LAS FLAUTAS RESTAURANT,2713 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,2,150,+13232635215,3,2016-08-18,95.0,,0,2016
15131,LAS GALAS,103 JAPANESE VLG PLZ MALL,LOS ANGELES,90012,1,150,+1nan,3,2016-09-15,90.0,,0,2016
15134,LAS GLORIAS DEL BUEN COMER,620 SILVER LAKE BLVD,LOS ANGELES,90026,1,30,+12134849090,3,2016-10-27,95.0,,0,2016
15136,LAS GUANAQUITAS RESTAURANT,6220 S MAIN ST,LOS ANGELES,90003,1,30,+1nan,3,2016-12-13,95.0,,0,2016
15138,LAS HADAS RESTAURANT,1529 W FLORENCE AVE,LOS ANGELES,90047,1,150,+1nan,3,2016-09-23,85.0,,0,2016
15144,LAS ISLAS MARIAS,6401 S SAN PEDRO ST,LOS ANGELES,90003,1,150,+13237537367,3,2016-11-01,92.0,,0,2016
15146,LAS ISLITAS RESTAURANT,5875 S HOOPER AVE,LOS ANGELES,90001,1,60,+1nan,3,2016-10-11,94.0,,0,2016
15151,LAS MANZANITAS RESTAURANT,9518 S MAIN ST,LOS ANGELES,90003,3,30,+13237797823,3,2014-03-27,96.0,,1,2014
15153,LAS MARGARITAS,2914 WHITTIER BLVD,LOS ANGELES,90023,1,30,+1nan,3,2016-10-24,95.0,,0,2016
15157,LAS MOLENDERAS,2635 WHITTIER BLVD,LOS ANGELES,90023,1,30,+16262346904,3,2016-09-21,96.0,,0,2016
15158,LAS MORELIANAS,317 S BROADWAY,LOS ANGELES,90013,18,30,+1nan,3,2014-06-16,90.0,,1,2014
15159,LAS NEW YORK CITY DELI,843 S LOS ANGELES ST,LOS ANGELES,90014,1,30,+1nan,2,2016-11-02,98.0,,0,2016
15163,LAS PALMAS DE COLIMA,1553 E 120TH ST,LOS ANGELES,90059,1,60,+1nan,3,2016-11-23,94.0,,0,2016
15166,LAS PALMAS RESTAURANT,1714 N LAS PALMAS AVE,LOS ANGELES,90028,1,150,+13102939096,3,2015-06-27,82.0,,1,2015
15168,LAS PALMAS SENIOR CITIZENS C,1820 N LAS PALMAS AVE,LOS ANGELES,90028,3,30,+13234657787,1,2015-12-11,97.0,,1,2015
15169,LAS PALMAS SENIOR CTR. SNACK,1820 N LAS PALMAS AVE,LOS ANGELES,90028,3,30,+13234657787,1,2016-12-22,94.0,,0,2016
15170,LAS PALMAS SENIOR CTZN CTR,1820 N LAS PALMAS AVE,LOS ANGELES,90028,3,30,+13234657787,1,2015-12-11,99.0,,1,2015
15171,LAS PALMAS TORTILLERIA,2712 S CENTRAL AVE,LOS ANGELES,90011,1,30,+1nan,2,2016-11-02,96.0,,0,2016
15172,LAS PALMITAS,3425 E 1ST ST,LOS ANGELES,90063,16,30,+15629280352,2,2016-12-12,90.0,,0,2016
15173,LAS PALMITAS  FRUIT,3425 E 1ST ST,LOS ANGELES,90063,16,30,+15629280352,2,2016-05-25,90.0,,0,2016
15175,LAS PALMITAS FRUIT,3691 E 3RD ST,LOS ANGELES,90063,1,30,+13232622733,3,2016-12-27,92.0,,0,2016
15177,LAS PALOMAS BAR,7220 S WESTERN AVE,LOS ANGELES,90047,1,60,+1nan,1,2013-12-20,95.0,,1,2013
15178,LAS PALOMAS RESTAURANT,1837 E 1ST ST,LOS ANGELES,90033,1,60,+1nan,3,2015-12-22,90.0,,1,2015
15179,LAS PERLAS MEZCAL BAR,107 E 6TH ST,LOS ANGELES,90013,2,150,+12139883855,1,2015-12-23,97.0,,1,2015
15190,LAS TUNAS,3603 W 3RD ST,LOS ANGELES,90020,1,30,+12134073316,3,2016-09-01,94.0,,0,2016
15194,LASSENS - RESTAURANT,710 S LA BREA AVE,LOS ANGELES,90036,1,30,+1nan,3,2016-11-01,90.0,,0,2016
15195,LASSENS HEALTH FOOD RESTAURANT,1631 W SUNSET BLVD,LOS ANGELES,90026,1,30,+1nan,3,2016-11-09,96.0,,0,2016
15196,LASSIETTE STEAK FRITES,7166 MELROSE AVE,LOS ANGELES,90046,1,60,+13232742319,3,2016-12-27,91.0,,0,2016
15199,LATHAM & WATKINS CAFE,355 S GRAND AVE,LOS ANGELES,90071,2,150,+1nan,3,2016-11-04,95.0,,0,2016
15201,LATINA,3125 W 8TH ST,LOS ANGELES,90005,2,30,+12136630704,1,2016-11-09,91.0,,0,2016
15202,LATINO RANCH MARKET - BAKERY,2930 BEVERLY BLVD,LOS ANGELES,90057,3,30,+12135053751,2,2016-08-30,90.0,,0,2016
15206,LAUGH FACTORY,8001 W SUNSET BLVD,LOS ANGELES,90046,1,150,+1nan,1,2016-07-28,90.0,,0,2016
15207,LAUNDRY ZONE,3278 W PICO BLVD,LOS ANGELES,90019,1,30,+1nan,2,2016-08-09,92.0,,0,2016
15208,LAURAS POOL&BILLARD PARLOR,2900 N MAIN ST,LOS ANGELES,90031,1,60,+1nan,1,2017-01-11,97.0,,0,2017
15209,LAURAS RESTAURANT,5112 W ADAMS BLVD,LOS ANGELES,90016,1,30,+1nan,2,2016-10-06,95.0,,0,2016
15214,LAURENTS LE COFFEE SHOP,12457 WASHINGTON BLVD,LOS ANGELES,90066,1,30,+13103909313,1,2015-07-30,100.0,,1,2015
15221,LAVOO LOUNGE,8108 W 3RD ST,LOS ANGELES,90048,1,60,+13107338939,3,2016-11-08,90.0,,0,2016
15222,LAWRYS CARVERY,1011 S FIGUEROA ST,LOS ANGELES,90015,3,150,+1nan,3,2016-11-22,95.0,,0,2016
15240,LAYLA MEDITERRANEAN CAFE,11906 WILSHIRE BLVD,LOS ANGELES,90025,2,60,+13103102999,3,2013-12-30,90.0,,1,2013
15241,LAYLAS CAFE & CATERING,11906 WILSHIRE BLVD,LOS ANGELES,90025,2,60,+13103102999,3,2016-07-07,91.0,,0,2016
15243,LAZAROS LATIN LOUNGE,1951 S VERMONT AVE,LOS ANGELES,90007,1,151,+1nan,1,2015-08-28,91.0,,1,2015
15244,LAZY BREWING COMPANY,116 E 5TH ST,LOS ANGELES,90013,2,30,+12133046080,1,2016-04-05,95.0,,0,2016
15245,LAZY DAISY CAFE,11913 WILSHIRE BLVD,LOS ANGELES,90025,1,60,+13104778580,3,2016-08-11,95.0,,0,2016
15252,LAZY OX,241 S SAN PEDRO ST,LOS ANGELES,90012,2,60,+1nan,3,2014-08-05,90.0,,1,2014
15256,LE BALCON BAKERY,1523 LA BREA AVE,LOS ANGELES,90028,1,30,+13238768976,2,2016-12-06,90.0,,0,2016
15257,LE BALCON EUROPEAN BAKERY,1523 N LA BREA AVE,LOS ANGELES,90028,1,30,+13238768976,2,2013-07-08,95.0,,1,2013
15259,LE BLANC CAFE,2834 N BROADWAY,LOS ANGELES,90031,1,60,+1nan,2,2016-06-30,94.0,,0,2016
15261,LE CAFE BONJOUR,640 S HILL ST,LOS ANGELES,90014,2,30,+12136700100,2,2016-11-16,94.0,,0,2016
15262,LE CAFE NOIR,500 S VIRGIL AVE,LOS ANGELES,90020,1,30,+12132769090,2,2016-07-26,95.0,,0,2016
15263,LE CHINE WOK,2958 N BEVERLY GLEN CIR,LOS ANGELES,90077,1,60,+1nan,3,2014-10-24,100.0,,1,2014
15264,LE CIENEGA GRILL CAFE,1663 S LA CIENEGA BLVD,LOS ANGELES,90035,1,60,+13108601165,3,2014-12-18,83.0,,1,2014
15265,LE COMPTOIR -RESTAURANT,3606 W 6TH ST,LOS ANGELES,90020,1,30,+15625375990,3,2016-12-13,95.0,,0,2016
15269,LE MANDARETTE,1651 W LA BREA AVE,LOS ANGELES,90028,1,30,+13238780333,3,2016-12-06,94.0,,0,2016
15273,LE MONACO,3660 WILSHIRE BLVD,LOS ANGELES,90010,1,60,+1nan,3,2016-11-03,91.0,,0,2016
15275,LE ORENTIAL BISTRO,1710 N HIGHLAND AVE,LOS ANGELES,90028,2,30,+1nan,3,2016-06-16,77.0,,0,2016
15276,LE ORIENTAL BISTRO,1710 N HIGHLAND AVE,LOS ANGELES,90028,2,60,+16268073189,3,2017-01-03,92.0,,0,2017
15277,LE PAIN  QUOTIDIEN,1122 S GAYLEY AVE,LOS ANGELES,90024,1,60,+1nan,3,2016-07-07,90.0,,0,2016
15279,LE PAIN QUOTIDIEN,1055 BROXTON AVE,LOS ANGELES,90024,2,60,+1nan,3,2015-08-11,90.0,,1,2015
15280,LE PAIN QUOTIDIEN,11702 W BARRINGTON CT,LOS ANGELES,90049,1,30,+1nan,2,2016-08-03,94.0,,0,2016
15282,LE PAIN QUOTIDIEN,13050 SAN VICENTE BLVD,LOS ANGELES,90049,3,150,+1nan,3,2016-09-07,96.0,,0,2016
15287,LE PAIN QUOTIDIEN,320 S ROBERTSON BLVD,LOS ANGELES,90048,1,150,+1nan,3,2016-08-31,90.0,,0,2016
15289,LE PAIN QUOTIDIEN,509 6TH ST,LOS ANGELES,90014,1,60,+12132931546,3,2016-10-18,95.0,,0,2016
15295,LE PAIN QUOTIDIEN LARCHMONT,113 N LARCHMONT BLVD,LOS ANGELES,90004,1,60,+1nan,3,2016-09-01,97.0,,0,2016
15296,LE PETIT BEAUJOLAIS,1661 COLORADO BLVD,LOS ANGELES,90041,2,60,+1nan,3,2014-07-15,90.0,,1,2014
15301,LE PETIT GREEK,127 N LARCHMONT BLVD,LOS ANGELES,90004,1,60,+1nan,3,2016-09-01,95.0,,0,2016
15302,LE PETIT JARDIN CAFE&FLOWER,1456 S ROBERTSON BLVD,LOS ANGELES,90035,1,30,+1nan,3,2016-07-12,92.0,,0,2016
15303,LE PETIT PARIS,418 S SPRING ST,LOS ANGELES,90013,2,150,+12137186830,3,2016-09-28,93.0,,0,2016
15304,LE PETIT PARIS - MEZZ LIQUOR BAR,418 S SPRING ST,LOS ANGELES,90013,2,30,+12137186830,2,2016-09-28,95.0,,0,2016
15307,LE PETITE,4055 WILSHIRE BLVD,LOS ANGELES,90010,1,30,+12133888689,2,2016-07-14,90.0,,0,2016
15310,LE POUR HAUS,1820 INDUSTRIAL ST,LOS ANGELES,90021,2,60,+12133270304,2,2016-05-11,96.0,,0,2016
15313,LE SAIGON,11611 SANTA MONICA BLVD,LOS ANGELES,90025,1,30,+1nan,3,2016-07-13,97.0,,0,2016
15326,LEDLOW,400 S MAIN ST,LOS ANGELES,90013,4,150,+12136877015,3,2016-09-27,93.0,,0,2016
15330,LEE MANGU NOODLES,3500 W 6TH ST,LOS ANGELES,90020,25,30,+12139236689,3,2016-08-29,90.0,,0,2016
15331,LEEJO BBQ,3063 W 8TH ST,LOS ANGELES,90005,2,60,+12135683462,3,2016-08-17,85.0,,0,2016
15332,LEELA THAI RESTAURANT,1737 SILVER LAKE BLVD,LOS ANGELES,90026,1,60,+13236606100,3,2016-10-18,94.5,,0,2016
15335,LEELIN BAKERY AND CAFE,2700 COLORADO BLVD,LOS ANGELES,90041,9,30,+13235432676,2,2016-08-23,91.0,,0,2016
15336,LEELIN BAKERY AND CAFE (LOS ANGELES),207 S VERMONT AVE,LOS ANGELES,90004,2,30,+12133822351,2,2016-10-25,96.0,,0,2016
15347,LEES NOODLES,401 S VERMONT AVE,LOS ANGELES,90020,3,30,+12133519963,3,2016-07-27,90.0,,0,2016
15366,LEGEND NOODLE & GRILL,209 S VERMONT AVE,LOS ANGELES,90004,1,60,+1nan,3,2017-01-04,93.0,,0,2017
15367,LEI ALOHA,5622 W MANCHESTER AVE,LOS ANGELES,90045,1,60,+1nan,1,2016-11-02,96.0,,0,2016
15369,LEMON MOON CAFE,12200 W OLYMPIC BLVD,LOS ANGELES,90064,1,60,+1nan,3,2015-11-03,94.0,,1,2015
15370,LEMON POPPY KITHCEN,3324 VERDUGO RD,LOS ANGELES,90065,1,30,+13237390012,3,2016-09-27,90.0,,0,2016
15371,LEMON TREE,621 S WESTERN AVE,LOS ANGELES,90005,16,150,+12133800038,3,2016-10-31,94.0,,0,2016
15376,LEMONADE,145 S BARRINGTON AVE,LOS ANGELES,90049,1,60,+13134719700,3,2016-08-25,91.0,,0,2016
15379,LEMONADE,250 S GRAND AVE,LOS ANGELES,90012,2,30,+1nan,2,2016-07-20,91.0,,0,2016
15382,LEMONADE,500 WORLD WAY,LOS ANGELES,90045,7,150,+1nan,3,2016-11-29,95.0,,0,2016
15384,LEMONADE ON SAWTELLE,2047 SAWTELLE BLVD,LOS ANGELES,90025,2,30,+13104780900,2,2017-01-13,96.0,,0,2017
15387,LEMONADE RESTAURANT,505 S FLOWER ST,LOS ANGELES,90071,19,60,+1nan,2,2016-09-26,91.0,,0,2016
15388,LEMONADE RESTAURANT,626 N LARCHMONT BLVD,LOS ANGELES,90004,1,30,+13108743325,3,2016-10-05,99.0,,0,2016
15389,LEMONGRASS,1952 W COLORADO BLVD,LOS ANGELES,90041,1,60,+1nan,3,2015-08-05,91.0,,1,2015
15392,LEMPIRA RESTAURANT,4848 HOLLYWOOD BLVD,LOS ANGELES,90027,1,30,+13236622927,3,2016-12-13,92.0,,0,2016
15395,LENNYS BAKERY,2379 WESTWOOD BLVD,LOS ANGELES,90064,1,30,+13104755771,2,2016-12-01,96.0,,0,2016
